слово,дискретна тональність,усереднена тональність,дисперсія
терпимий,0,"0,4444444444","0,6849348892"
терпимість,0,"0,3333333333","1,2472191289"
терпіти,-1,"-0,6666666667","0,4714045208"
терплячий,1,1,0
технік,0,0,0
технічний,0,"0,3333333333","0,4714045208"
техногенний,0,0,0
технологічний,0,0,0
технологія,0,"0,3333333333","0,4714045208"
течія,0,0,0
тил,0,0,0
тип,0,0,0
типовий,0,0,0
тиран,-1,"-0,75","0,8291561976"
тиранічний,-2,"-1,6666666667","0,4714045208"
тиранія,-2,-2,0
тиск,-1,"-0,75","0,8291561976"
тисяча,0,"-0,3333333333","0,7453559925"
титанічна,1,1,"0,8164965809"
титановий,0,"0,5","0,5"
тихий,0,"0,3333333333","0,4714045208"
тихоокеанський,0,0,0
тіньовий,-1,"-0,6666666667","0,9428090416"
тісний,0,"0,3333333333","0,4714045208"
тлінний,-1,"-0,6666666667","0,4714045208"
тлінний,-1,-1,0
товар,0,0,0
товариство,1,"0,6666666667","0,4714045208"
товариський,1,"0,6666666667","0,4714045208"
товариш,0,"0,3333333333","0,4714045208"
товарний,0,0,0
тодішній,0,0,0
ток-шоу,0,0,0
токсичний,-1,"-1,3333333333","0,4714045208"
толерантність,0,"-0,3333333333","0,4714045208"
томографія,0,"0,1111111111","0,3142696805"
тоненький,0,"-0,3333333333","0,4714045208"
тонна,0,"-0,3333333333","0,4714045208"
топ-менеджер,0,0,0
торгівля,0,0,0
торгувати,0,0,0
торжество,0,"0,5","1,1180339887"
торнадо,0,0,0
торпеда,0,0,0
торпедний,0,0,0
тоскний,-1,"-1,3333333333","0,4714045208"
тоталітарний,-1,-1,0
тотальний,0,0,0
точний,0,"0,3333333333","0,4714045208"
точність,1,"0,6666666667","0,4714045208"
травма,-1,"-0,6666666667","0,4714045208"
травматичний,-1,"-0,6","0,4898979486"
травматичний,-1,-1,0
травмувати,-1,"-1,2222222222","0,6285393611"
травневий,0,0,0
трагедія,-2,"-1,6666666667","0,4714045208"
трагічний,-2,"-1,5","0,5"
трагічний,-1,"-1,3333333333","0,4714045208"
традиційний,0,"0,2","0,9797958971"
традиція,0,0,0
трансконтинентальний,0,0,0
транслювати,0,0,0
транслюватися,0,"0,1111111111","0,3142696805"
трансляція,0,0,0
транспарант,0,"0,2","0,4"
трансплантація,0,0,0
транспорт,0,0,0
транспортний,0,0,0
транспортування,0,"-0,1111111111","0,3142696805"
транссексуал,0,0,0
траурний,-1,"-1,3333333333","0,4714045208"
трахати,-2,"-1,7777777778","0,4157397096"
трахатись,-2,"-1,7777777778","0,4157397096"
трахнути,-2,"-1,6666666667","0,4714045208"
треба,0,0,0
третина,0,0,0
третьосортний,-2,"-1,6666666667","0,4714045208"
третьяковський,0,0,0
тривалий,0,"-0,1666666667","0,3726779962"
тривалий,0,"0,3333333333","0,4714045208"
тривалість,0,0,0
тривати,0,"-0,3333333333","0,4714045208"
тривіальний,0,0,0
тривога,-1,-1,0
тривожний,-1,-1,0
трильйон,0,0,0
триразовий,0,"-0,1111111111","0,3142696805"
трійка,-1,"-0,6666666667","0,4714045208"
тріснути,0,0,0
трішечки,0,0,0
тролейбус,0,0,0
тропічний,0,"-0,1111111111","0,5665577237"
тротиловий,0,"-0,3333333333","0,4714045208"
троцькіст,-1,"-1,3333333333","0,9428090416"
труба,0,0,0
трубковий,0,0,0
трубопровід,0,0,0
трудитися,0,"0,4","0,4898979486"
трудівник,1,1,0
трудність,0,"-0,3333333333","0,4714045208"
трудомісткий,0,"-0,2","0,4"
труїти,-2,"-1,6666666667","0,4714045208"
трухлявий,-1,"-1,2","0,7483314774"
трястися,-1,-1,"0,8164965809"
туалет,0,0,0
туберкульоз,-1,"-0,75","0,8291561976"
туга,-1,"-1,3333333333","0,4714045208"
тугий,-1,-1,"0,8164965809"
туди-сюди,0,0,0
тужливий,-1,"-1,3333333333","0,4714045208"
тульський,0,0,0
туманний,0,0,0
туніський,0,0,0
тупик,-1,"-1,4444444444","0,6849348892"
тупиковий,-1,-1,"0,8164965809"
тупити,-2,"-1,6666666667","0,4714045208"
тупуватий,-1,"-1,3333333333","0,4714045208"
турбуватися,0,"-0,25","0,4330127019"
турецький,0,"-0,1111111111","0,3142696805"
туркменський,0,0,0
тусовка,0,0,0
тушка,-1,-1,0
тхнути,-1,"-0,6666666667","0,6666666667"
тьмяний,0,"-0,3333333333","0,4714045208"
тюремний,-1,-1,0
тюркський,0,0,0
тютюнопаління,0,"-0,3333333333","0,4714045208"
тяганина,-1,-1,0
тяжба,-1,"-0,8","0,4"
тяжкий,-2,"-1,6666666667","0,4714045208"
тяжкий,-1,-1375,"0,4841229183"
тяжкохворий,-1,-1,"0,8164965809"
убезпечити,1,"0,75","0,4330127019"
убійний,-1,"-0,6666666667","1,2472191289"
ублюдок,-2,"-1,8888888889","0,3142696805"
ублюдочний,-2,-2,0
убозтво,-2,"-1,6666666667","0,4714045208"
увага,0,"0,2222222222","0,6285393611"
уважний,1,1,0
увічнення,1,"0,6666666667","0,4714045208"
угода,0,"-0,2","0,4"
угода,0,"0,3333333333","0,4714045208"
угодний,-1,-1,"0,8164965809"
угорський,0,0,0
угруповання,-1,-1,"0,6666666667"
удар,0,"-0,3333333333","0,4714045208"
ударний,-1,"-0,5555555556","0,6849348892"
ударостійкий,1,"0,6666666667","0,9428090416"
удача,1,1,0
удачливий,1,1,0
удвічі,0,0,0
удвох,0,0,0
удмуртський,0,0,0
удостоювати,1,"0,6666666667","0,4714045208"
удостоюватися,1,1,"0,8164965809"
уза,0,0,0
узаконювати,0,"0,1111111111","0,5665577237"
узбек,0,0,0
узбережжя,0,0,0
узбецький,0,0,0
узбіччя,0,0,0
узгоджений,0,0,0
узгодження,0,0,0
уїдливий,-1,"-1,3333333333","0,4714045208"
уйгурський,0,"-0,2222222222","0,4157397096"
указ,0,"-0,3333333333","0,4714045208"
укладати,0,0,0
укриття,0,0,0
уламок,0,0,0
улесливий,-1,"-0,6666666667","0,4714045208"
ультиматум,0,"-0,3333333333","0,4714045208"
ультра,0,0,0
ульяновський,0,"-0,3333333333","0,4714045208"
улюблений,1,"1,3333333333","0,4714045208"
умисел,-1,"-0,8","0,7483314774"
умисний,-1,-1,"0,8164965809"
уміщатися,0,"0,3333333333","0,4714045208"
умова,0,0,0
умовний,0,0,0
умовно-достроковий,0,"-0,3333333333","0,4714045208"
умудрятися,0,"0,5","1,1180339887"
уникати,0,"-0,3333333333","0,4714045208"
уникнути,0,0,0
універсальний,0,"0,3333333333","0,4714045208"
університет,0,0,0
університетський,0,"0,1111111111","0,3142696805"
унікальний,0,"0,5","0,5"
унікальність,1,"0,6666666667","0,4714045208"
управа,0,-375,"0,4841229183"
управління,0,0,0
управлінський,0,0,0
упускати,-1,"-0,8888888889","0,5665577237"
упускати,-1,"-0,6666666667","0,4714045208"
уразливий,-1,-1,0
урожайний,1,"1,3333333333","0,4714045208"
урок,0,"-0,3333333333","0,4714045208"
урочистий,2,"1,6666666667","0,4714045208"
уряд,0,0,0
урядовий,0,0,0
усвідомлення,0,0,0
усвідомлювати,1,"0,7777777778","0,6285393611"
усиновлення,0,0,0
усілякий,0,"0,1111111111","0,3142696805"
ускладнення,-1,"-1,4","0,4898979486"
ускладнювати,-1,-1,0
ускладнювати,-1,"-0,6666666667","0,4714045208"
ускладнюватися,-1,"-0,6666666667","0,4714045208"
усміхнений,1,"1,3333333333","0,4714045208"
успіх,1,"1,3333333333","0,4714045208"
успішність,0,0,0
успішно,2,2,0
установа,0,0,0
установка,0,0,0
установчий,0,0,0
усувати,-1,"-0,6666666667","0,4714045208"
утворюватися,0,"-0,25","0,4330127019"
утилізація,0,"0,3333333333","0,4714045208"
утішний,0,"-0,2222222222","0,7856742013"
утопічний,-1,"-0,5555555556","1,0657403385"
утопія,0,"0,2","0,4"
уточнення,0,0,0
уточнювати,0,0,0
уточнюватися,0,"0,2","0,4"
утримання,0,0,0
утримуватися,0,"0,4444444444","0,6849348892"
утруднення,-1,"-1,1111111111","0,5665577237"
ухилення,0,0,0
ухилятися,-1,"-0,6666666667","0,4714045208"
учасник,0,"-0,2222222222","0,6285393611"
учасниця,0,0,0
учениця,0,0,0
училище,0,"0,3333333333","0,4714045208"
училка,-1,-1,1
ущелина,0,0,0
ущербний,-2,"-1,6666666667","0,4714045208"
уява,0,"0,4444444444","0,496903995"
уявляти,0,"-0,4","0,4898979486"
фабрика,0,0,0
фактичний,0,"0,25","0,4330127019"
факультет,0,0,0
фальсифікація,-1,"-1,3333333333","0,4714045208"
фальсифікувати,-1,-1,0
фальшивий,-1,"-0,6666666667","0,4714045208"
фамільярний,-1,"-0,6666666667","0,4714045208"
фанат,0,"-0,3333333333","0,4714045208"
фанатизм,-1,"-0,75","1,0897247359"
фанатик,-1,"-1,25","0,4330127019"
фантастика,0,"0,3333333333","0,4714045208"
фантастичний,0,"-0,3333333333","0,9428090416"
фантастичний,1,"1,3333333333","0,9428090416"
фантомний,0,"-0,3333333333","0,4714045208"
фармацевтичний,0,0,0
фатальний,-1,-1,0
фашист,-1,"-1,3333333333","0,4714045208"
фашистський,-1,"-0,6666666667","0,4714045208"
федеральний,0,0,0
федерація,0,0,0
феєричний,-1,"-1,3333333333","0,9428090416"
феєричний,0,"0,3333333333","1,2472191289"
феміністський,0,"-0,3333333333","0,4714045208"
феномен,1,"0,6666666667","0,9428090416"
феноменальний,1,"0,6666666667","0,4714045208"
фермер,0,0,0
фетиш,0,0,0
фешенебельний,1,"0,6666666667","0,4714045208"
фігня,-2,"-1,5","0,5"
фіговий,-1,"-1,3333333333","0,4714045208"
фігура,0,"-0,1666666667","0,3726779962"
фігурний,0,0,0
фігурувати,0,0,0
фізик,0,0,0
фізико-математичний,0,0,0
фіктивний,-1,-1,0
філігранний,1,"0,6666666667","1,2472191289"
філіппінський,0,0,0
філологічний,0,0,0
філософ,0,"0,3333333333","0,6666666667"
філософський,0,"0,2222222222","0,4157397096"
фільтр,0,0,0
фільтрація,0,0,0
фінальний,0,"0,3333333333","0,4714045208"
фінанси,0,"-0,1111111111","0,7370277312"
фінансист,0,0,0
фінансовий,0,"0,3333333333","0,4714045208"
фінансування,0,"0,3333333333","0,4714045208"
фінансувати,0,"0,25","0,4330127019"
фінансуватися,0,"0,2","0,4"
фінський,0,0,0
фірма,0,0,0
фірмовий,0,0,0
фішка,0,"-0,1666666667","0,3726779962"
флагман,0,0,0
фланг,0,0,0
флотський,0,0,0
фокус-група,0,0,0
фокусувати,0,"0,5","0,7071067812"
фон,0,0,0
фонд,0,0,0
фоновий,0,0,0
формальний,-1,"-0,6666666667","0,4714045208"
формальність,0,0,0
формат,0,0,0
формування,0,"-0,2222222222","0,6285393611"
формувати,0,0,0
формувати,0,"0,3333333333","0,4714045208"
формуватися,0,0,0
формуватися,0,"0,25","0,4330127019"
формула,0,0,0
формулювання,0,0,0
форсувати,0,0,0
фортеця,0,"0,1111111111","0,5665577237"
фотогенічний,1,"0,6666666667","0,4714045208"
фракція,0,0,0
французький,0,0,0
фрау,0,0,0
фрейдистський,0,0,0
фронт,0,"-0,2222222222","0,6285393611"
фронтовик,0,0,0
фрунзенський,0,0,0
фу,-1,-1,0
фундаментальний,0,0,0
функціональний,0,"0,3333333333","0,4714045208"
функціонування,0,0,0
функціонувати,0,0,0
функція,0,"0,3333333333","0,4714045208"
фунт,0,0,0
ха-ха,0,"-0,3333333333","0,4714045208"
хабар,-1,"-1,3333333333","0,6666666667"
хабарник,-2,"-1,5","0,5"
хабаровський,0,0,0
хадж,0,0,0
хакер,0,0,"0,5773502692"
хакерський,-1,"-0,75","0,8291561976"
халтура,0,"-0,3333333333","0,9428090416"
халява,1,"0,6666666667","0,4714045208"
халявний,0,0,"0,8164965809"
хамовницький,0,0,0
хамський,-1,"-1,3333333333","0,4714045208"
хамуватий,-2,"-1,6666666667","0,4714045208"
хан,0,0,0
ханство,0,0,0
хаотичний,-1,"-0,6","0,4898979486"
хапатися,0,"-0,25","0,4330127019"
характер,0,0,0
характеристика,0,0,0
характерний,0,0,0
харизматичний,1,"0,6666666667","0,4714045208"
харизматичний,1,1,0
харківський,0,0,0
хасид,0,0,0
хата,0,0,0
хвалебний,0,"0,3333333333","0,4714045208"
хвалений,-1,"-0,6666666667","0,4714045208"
хвалитися,-1,-1,0
хвилювання,-1,"-0,6666666667","0,6666666667"
хвилювати,0,"-0,3333333333","0,4714045208"
хвилюючий,0,0,"1,4142135624"
хвиля,0,0,0
хворіти,-1,-1,"0,8164965809"
хвороба,-1,"-0,75","0,4330127019"
хворобливий,-1,-1,"0,632455532"
хе-хе,0,0,"0,8164965809"
хер,-2,"-1,6666666667","0,4714045208"
хижак,-1,-1,"0,8164965809"
химерний,-1,"-0,6666666667","0,4714045208"
химерний,-1,-1,0
хирлявий,-1,-1,0
хирлявий,-1,-1,"0,8164965809"
хисткий,-1,-1,0
хитатися,-1,"-0,6","0,8"
хитрий,1,1,0
хитрість,-1,"-0,75","0,8291561976"
хитромудрий,0,0,0
хихикати,0,0,"0,8164965809"
хід,0,0,0
хіміотерапія,0,"-0,3333333333","0,4714045208"
хімічний,0,"-0,4444444444","0,496903995"
хірург,0,0,0
хірургічний,0,"0,3333333333","0,4714045208"
